Episode Title,Source File,Story Headline,Story URL
Football & Domestic Leagues,Consolidated/Multiple,JJ Gabriel demands Manchester United exit,No URL
Football & Domestic Leagues,Consolidated/Multiple,Predicted Man Utd line-up for Carabao Cup,No URL
Football & Domestic Leagues,Consolidated/Multiple,Szoboszlai leads Liverpool to Carabao Cup progress,No URL
Football & Domestic Leagues,Consolidated/Multiple,Arsenal reserves defeat Ipswich in Carabao Cup,No URL
Football & Domestic Leagues,Consolidated/Multiple,Raheem Sterling admits to dangerous driving,No URL
Football & Domestic Leagues,Consolidated/Multiple,Obituary: Ludek Miklosko,No URL
International Sports & Tournaments,Consolidated/Multiple,Clayton McMillan on Munster's preparation,No URL
International Sports & Tournaments,Consolidated/Multiple,Sky closes in on Women's Lions tour rights,No URL
International Sports & Tournaments,Consolidated/Multiple,Kenya's padel clubs aim to shed elitist image,No URL
International Sports & Tournaments,Consolidated/Multiple,Criticism of London losing 2029 World Athletics bid,No URL
UK Politics & Affairs,Consolidated/Multiple,Ministers vow NHS changes after Letby report,No URL
UK Politics & Affairs,Consolidated/Multiple,Andy Burnham faces £10bn budget gap,No URL
UK Politics & Affairs,Consolidated/Multiple,Labour to legislate on work-from-home rights,No URL
UK Politics & Affairs,Consolidated/Multiple,Energy bills forecast to rise by 26%,No URL
UK Politics & Affairs,Consolidated/Multiple,Retirees face state pension tax hit,No URL
UK Politics & Affairs,Consolidated/Multiple,Britons feel racial inequality is worsening,No URL
Global Tech & AI,Consolidated/Multiple,OpenAI releases Astra amid rogue agent concerns,No URL
Global Tech & AI,Consolidated/Multiple,Anthropic researcher resigns over extinction fears,No URL
Global Tech & AI,Consolidated/Multiple,Flock Safety cameras face public backlash,No URL
Global Tech & AI,Consolidated/Multiple,Google wins ad tech court battle,No URL
Global Tech & AI,Consolidated/Multiple,Experts debate AI doomsday risks,No URL
Markets & Economy,Consolidated/Multiple,UK inflation rises to 3.1%,No URL
Markets & Economy,Consolidated/Multiple,Central Bank warns on cost-of-living supports,No URL
Markets & Economy,Consolidated/Multiple,Mortgage holders misinformed on insurance,No URL
Markets & Economy,Consolidated/Multiple,Kier Group shifts focus from housebuilding,No URL
Markets & Economy,Consolidated/Multiple,Canada to pursue unique alliance with EU,No URL
